acousticness;danceability;energy;valence;tempo;loudness;speechiness;instrumentalness;track_popularity;is_hit
308;76;7,04E+15;2,29E+15;105084;-534;684;0,00277;460;0
46;496;863;243;110018;-4,153E+16;381;0;830;1
975;401;241;256;12266;-15088;415;574;;0
932;309;908;156;95497;-22601;413;981;;0
966;5,82E+15;709;201;132217;-17256;1,97E+15;0;;0
126;4,59E+15;5,33E+15;376;175731;-11027;661;1,89E+15;0;0
53;578;485;602;116679;-6859;673;0,000442;0;0
6,08E+13;179;472;187;7,5724E+15;-7441;433;821;;0
239;79;715;897;130391;-7847;327;0,00128;;0
471;288;902;624;159791;-8737;182;949;20;0
6,71E+15;541;7,39E+15;579;95058;-5478;272;0;;0
861;685;848;7,61E+15;17987;-4561;858;0,000714;800;1
171;347;5,43E+15;397;15604;-7522;277;454;0;0
762;49;362;292;108866;-12047;382;0,00114;660;1
3,23E+15;789;534;631;134055;-6347;709;0,000342;740;1
101;423;7,91E+15;457;1,38242E+16;-6,748E+16;697;673;;0
942;317;212;215;142128;-13068;309;0,000595;;0
505;885;685;484;125091;-9685;361;0;;0
56100000000;0;672;0;0;-23855;0;176;;0
4,54E+15;632;419;212;8,0011E+15;-13034;433;828;;0
774;441;42;424;108785;-8198;279;1,36E+13;0;0
8,27E+15;45;252;342;127464;-19637;376;957;;0
693;606;49;3,39E+15;119985;-7,963E+15;3;0;;0
428;565;59;81;77709;-6,452E+15;808;0;;0
995;173;184;869;65987;-30339;342;937;;0
381;34;657;251;108216;-9689;261;319;;0
484;753;684;873;119323;-8765;126;0;;0
864;406;522;384;105008;-12855;345;908;;0
0,000346;215;933;813;1,44728E+16;-7474;118;639;20;0
177;3,72E+15;351;861;176356;-9667;328;0;;0
341;537;868;643;125014;-5533;481;0;;0
986;157;534;1;1,34669E+16;-26393;372;8,86E+15;;0
996;481;159;283;72767;-15395;393;5,87E+15;;0
363;457;857;3,99E+15;119974;-4703;472;52600000000;320;0
385;505;861;78;96782;-592;339;0,000667;0;0
121;5,67E+15;8,91E+15;606;105457;-7359;408;659;;0
637;511;2,77E+15;203;6,8603E+15;-13104;513;281;;0
173;3;483;431;90639;-18389;427;561;;0
173;8,86E+15;936;853;115986;-2423;496;146;;0
151;606;679;7,07E+15;122016;-7445;321;433;610;1
889;217;258;695;135595;-20314;373;97;;0
49;524;542;921;98601;-4,943E+16;794;113;;0
1;931;3,83E+15;762;96516;-8672;281;0;;0
993;4;884;846;100752;-24785;543;938;0;0
826;5,82E+15;37;579;79023;-11711;915;0;0;0
191;369;957;215;122318;-6198;179;349;;0
68;545;647;957;142026;-8079;284;904;650;1
839;297;536;204;7,9659E+15;-7355;311;0,00132;;0
707;7,02E+15;738;9;99289;-4981;3,99E+15;0;0;0
289;535;754;479;8,9982E+15;-11724;308;767;;0
835;645;713;5,66E+15;7,4989E+15;-5355;393;0;820;1
147;12;162;528;199624;-13206;379;542;;0
106;532;728;69;134303;-9079;352;108;670;1
422;823;731;877;903;-4273;307;0;750;1
332;502;541;979;70388;-8052;1,01E+15;0,00127;;0
622;467;288;412;75919;-11289;268;0,000515;;0
1,52E+13;341;7,96E+15;174;60558;-4126;407;0,000324;0;0
298;487;392;278;20365;-1,4869E+16;257;276;;0
933;178;21;1,67E+15;89463;-14993;363;0,00288;0;0
6,66E+15;429;157;7,02E+15;1,65279E+16;-15972;457;0;;0
145;7,96E+15;815;612;126976;-13218;63;848;0;0
0,000454;535;741;578;109945;-6914;374;7,98E+15;;0
993;207;414;923;1,29044E+16;-29282;491;529;;0
991;49;418;407;146003;-18437;375;38;;0
72;6,73E+15;759;524;115344;-7,292E+15;154;217;;0
992;629;136;292;97814;-2,5069E+15;115;917;;0
994;488;783;85;144726;-31031;472;91;;0
0,000806;461;953;159;120025;-2,993E+16;612;233;;0
919;674;612;373;74001;-19139;463;925;;0
366;615;7,24E+15;818;109857;-10959;636;0;;0
945;1,97E+15;175;388;129484;-1,7126E+16;374;371;;0
984;534;259;775;105717;-979;387;748;;0
17;737;6,63E+15;597;157036;-672;1,16E+15;0;;0
195;376;967;654;187817;-4151;122;0;;0
236;7,81E+15;722;5,33E+15;8,7858E+15;-8376;667;398;690;1
28;3,98E+15;619;336;92319;-7706;2,8E+14;0;;0
897;478;341;474;143736;-12556;511;0;700;1
188;797;8,08E+15;284;109998;-12673;719;85;;0
691;581;655;275;128002;-10208;345;352;;0
812;369;87;249;1,70008E+16;-5386;561;825;0;0
208;6,51E+15;601;898;12449;-6966;392;13;;0
985;365;771;747;113102;-26749;446;871;;0
346;68;5,87E+15;726;89068;-6,253E+15;303;0,00509;;0
361;627;759;2,79E+15;12002;-904;416;293;10;0
892;5,48E+15;369;3,28E+15;131988;-16154;463;448;;0
688;687;862;98;136002;-8579;737;888;;0
139;375;306;332;8,6317E+15;-7762;741;0;;0
917;0;248;0;0;-18861;0;0;;0
376;772;6,61E+15;871;12008;-9254;1,67E+15;0;;0
2,57E+12;483;758;158;127967;-6022;352;828;;0
4,58E+15;561;7,17E+15;455;79993;-572;381;0;670;1
332;638;5,59E+15;654;90813;-9128;418;877;0;0
451;778;611;247;93926;-8796;111;0;340;0
238;489;85;311;161967;-7692;735;0,00205;;0
162;633;589;927;1,46206E+16;-11116;637;0,00324;;0
703;6,63E+15;4,03E+15;21;103963;-1,1369E+16;268;145;;0
283;701;805;642;100992;-6496;212;0;;0
994;344;175;3,23E+15;16043;-24261;995;924;30;0
482;49;261;317;77781;-14253;654;0;;0
186;551;8,81E+15;387;88036;-6099;542;791;830;1
298;723;747;918;99997;-7,571E+16;889;0;;0
454;58;88;536;92251;-4533;108;0;190;0
819;6,73E+15;628;708;90107;-5192;683;0;600;1
103;363;91;604;92763;-5684;633;937;;0
483;402;631;977;108572;-9271;33;831;120;0
264;759;374;401;132002;-11456;438;128;;0
172;255;997;347;93846;-6068;174;342;;0
201;662;8,29E+15;619;1,31699E+16;-4948;8,2E+14;0;;0
775;355;544;518;1,72427E+16;-7,821E+16;521;0;0;0
379;6,51E+15;861;785;173982;-3286;134;888;;0
677;4,68E+15;5,87E+15;568;1,45723E+16;-5,338E+15;157;466;;0
976;148;331;948;6025;-2921;359;904;;0
435;784;645;68;129997;-8509;449;585;;0
158;3,23E+15;982;119;1,64943E+16;-1998;973;117;0;0
777;78;815;802;120038;-9293;145;3,51E+12;;0
244;818;745;534;116011;-8172;898;588;;0
13;649;888;5,53E+15;100975;-4807;293;0,000223;750;1
347;445;977;239;105825;-2674;995;235;640;1
579;534;5,43E+15;418;7,8996E+15;-6857;245;0;610;1
23;428;973;873;1387;-5854;4;954;0;0
986;103;721;355;78738;-23917;455;318;;0
445;239;914;292;17817;-5,068E+16;111;142;;0
901;528;115;204;76074;-17308;509;0,00401;;0
265;487;63;539;107603;-514;55;488;0;0
125;745;895;96;112981;-5124;485;0;;0
8,44E+15;503;151;4,32E+15;151509;-17195;301;407;;0
923;509;222;328;114975;-14625;317;775;;0
5,8E+14;413;642;904;130037;-8,534E+15;326;97;;0
895;3,39E+15;102;359;95004;-22915;627;353;;0
985;3,29E+15;571;381;78808;-27504;456;72;;0
326;672;5,48E+15;5,38E+15;12996;-6595;621;32;;0
8,86E+15;489;365;649;80018;-14716;1,01E+15;0,000806;;0
985;628;392;429;103872;-17067;377;934;;0
967;243;103;615;92887;-21467;517;5,68E+13;0;0
565;446;313;942;121872;-10836;312;822;;0
626;914;607;6,66E+15;98054;-5658;32;0;620;1
584;306;4;365;85001;-8656;293;0,00399;;0
84;659;236;216;7,8088E+15;-1256;304;0,00632;600;1
198;7,29E+15;672;71;91637;-1,5029E+16;145;1,7E+12;;0
644;449;2,69E+15;373;107517;-10938;326;9,45E+12;0;0
0,00293;246;993;3,28E+15;116089;-6884;1,17E+15;522;;0
222;625;379;251;129046;-12823;303;4,97E+11;;0
818;257;1,67E+15;5,49E+15;101227;-17393;331;0;;0
151;434;924;265;1,40538E+16;-2132;425;138;;0
618;142;688;314;180332;-11625;868;862;;0
276;562;879;701;139491;-9135;474;0,00039;0;0
705;529;6,73E+15;226;90007;-6384;538;0;60;0
304;157;546;673;1,72244E+16;-1347;703;95;0;0
359;696;412;36;120018;-23302;641;925;;0
718;408;609;69;1,74164E+16;-11343;607;5,58E+15;;0
0,00737;37;937;8,74E+15;93307;-3939;356;817;670;1
688;518;208;423;81709;-9925;435;122;720;1
965;429;653;157;79355;-1712;428;66;;0
636;3;97;626;94009;-579;324;731;;0
7,83E+15;517;476;735;122505;-8073;401;0,000023;;0
0,000791;6,66E+15;872;838;134192;-11185;447;86;0;0
701;46;586;7,81E+15;73816;-8134;143;0;;0
773;616;434;1,16E+15;136365;-8289;483;748;;0
992;42;85;462;137135;-25177;47;942;;0
384;6;615;828;104046;-6097;252;149;;0
1,84E+13;449;928;4;125017;-2696;543;297;;0
0,000537;337;929;187;104441;-8478;111;484;;0
956;8,29E+15;695;369;102018;-5561;473;178;640;1
923;456;736;505;107008;-10486;155;951;;0
4,23E+13;3,67E+15;957;133;173954;-5644;8,22E+15;1,7E+12;;0
926;301;298;803;81778;-28474;499;0;0;0
2,24E+15;742;773;936;95021;-8,989E+15;443;0;50;0
433;364;48;372;87912;-875;297;805;;0
273;198;901;157;94962;-6527;835;248;;0
358;552;858;3,78E+15;126327;-5,588E+15;423;239;;0
43;5,49E+15;8,42E+15;672;185927;-6909;3;957;;0
951;2,27E+15;563;113;80068;-3,3803E+16;455;257;;0
267;499;5,58E+15;292;148031;-85;316;0;;0
6,97E+15;319;124;645;7,6216E+15;-23748;587;0,000051;;0
561;775;6,68E+15;3;120028;-961;154;0;;0
898;15;224;406;71898;-26198;426;979;;0
173;597;848;324;139876;-5,458E+16;406;0;720;1
342;603;955;502;98983;-4239;999;834;;0
976;168;473;365;8978;-25572;445;675;;0
555;746;978;653;153809;-5324;978;0,00411;660;1
164;45;878;359;112944;-404;598;0,00263;;0
55;513;831;963;1,48837E+16;-9004;383;0;840;1
529;3,88E+15;879;713;161205;-5771;911;0;;0
733;513;3,94E+15;597;122432;-13924;529;0;50;0
8,34E+15;27;275;231;1,68964E+16;-10357;356;0;670;1
143;738;782;654;154875;-6315;1,69E+15;0,000064;600;1
378;81;7,93E+15;863;116049;-9404;403;0,000182;750;1
613;5,49E+15;884;387;1,46022E+16;-5,503E+15;151;0;;0
0,000305;207;629;34;181286;-10812;579;76;;0
492;521;974;55;144998;-4771;104;425;;0
981;381;233;133;110896;-16148;315;92;0;0
84;67;4,27E+15;828;114747;-9618;285;0;;0
0,000455;287;988;393;118235;-7067;174;18;;0
979;1,12E+15;368;383;69242;-23454;486;603;;0
991;345;119;693;106337;-2,9023E+16;445;913;;0
61;662;44;802;133183;-7491;423;0;10;0
272;532;841;23;1,72004E+16;-4993;172;0;660;1
294;684;727;81;150086;-7,383E+15;226;0;;0
635;743;78;597;109044;-9212;722;0;680;1
0,00041;381;961;154;120041;-6966;821;133;;0
836;504;522;794;132106;-1,1221E+16;372;4,67E+12;;0
122;5,87E+15;835;956;127991;-8417;408;5;;0
596;775;664;54;149909;-5933;129;0;;0
762;4,53E+15;546;3,98E+15;1,71289E+16;-7,952E+15;309;0;600;1
1,54E+11;2,32E+15;991;544;120094;-572;2,24E+15;587;;0
979;434;392;923;116259;-1408;493;934;0;0
614;8,34E+15;5,59E+15;8,74E+15;119422;-9366;603;434;;0
209;642;8,81E+15;913;13803;-3537;393;0;690;1
507;8;804;795;110999;-8,303E+15;393;133;20;0
766;144;954;3,83E+15;185897;-3,351E+16;126;0,00163;;0
926;2,24E+15;565;391;71795;-21022;519;0,00002;;0
154;354;831;669;126821;-9348;373;4,47E+12;;0
979;675;648;962;8968;-716;76;0;;0
111;381;649;247;13057;-10357;357;688;;0
8,03E+15;3,23E+15;312;176;8334;-10698;321;0;;0
9;444;441;282;102472;-5689;351;0,000966;;0
992;24;496;891;5917;-19468;407;865;60;0
995;3,83E+15;131;124;94146;-20919;338;8,91E+15;20;0
226;5,38E+15;452;303;130155;-17226;102;476;;0
124;5,82E+15;606;504;111441;-9961;289;139;;0
83;625;741;82;131173;-7171;596;0;;0
154;805;782;696;1349;-6,002E+15;544;635;;0
772;531;61;1,99E+15;152958;-8025;387;7,56E+15;710;1
356;42;957;5,72E+15;116341;-8065;843;428;;0
992;617;191;3,33E+15;133976;-21957;104;8,76E+15;;0
979;249;151;295;62505;-1823;452;2,57E+12;;0
991;3,88E+15;601;384;93187;-25666;577;934;0;0
383;465;94;8,11E+15;158434;-7,792E+15;497;0;600;1
193;477;471;423;81204;-10036;277;0,000176;790;1
848;435;2,69E+15;255;166405;-8555;404;0;180;0
45;134;47;131;67346;-19006;421;841;;0
121;465;5,53E+15;395;109956;-11041;348;433;;0
934;526;12;3,43E+15;113015;-12204;317;0,000917;0;0
257;597;581;885;107202;-972;449;0;650;1
151;795;826;192;123982;-4407;639;6,71E+15;;0
579;627;3,72E+15;5,53E+15;116043;-11267;352;0,00252;;0
942;204;233;526;178833;-1698;302;0;;0
165;611;922;127;14001;-7626;286;7,56E+15;;0
977;455;679;619;102784;-9059;567;3;0;0
989;611;249;752;107679;-13345;556;3,88E+15;30;0
338;594;7,49E+15;6,94E+15;179968;-5,298E+15;5,6E+14;106;740;1
129;7,29E+15;674;4,64E+15;139971;-778;42;11;20;0
207;795;708;375;135017;-8911;484;89;;0
176;8,86E+15;573;908;96821;-2984;283;0;;0
99;317;285;325;75929;-27947;646;0,000651;0;0
618;8,27E+15;529;942;102023;-10481;549;0,000313;;0
605;637;612;64;146056;-9357;583;0,00134;30;0
825;419;645;974;95726;-3991;422;175;0;0
976;7,02E+15;34;601;1,32103E+16;-28233;594;629;;0
25;583;642;677;12194;-12294;317;544;;0
988;253;155;392;134431;-18747;339;17;;0
784;573;639;24;89575;-7143;247;633;460;0
528;767;728;91;121078;-9216;483;0;;0
541;6,61E+15;706;599;126018;-4779;304;0;;0
808;495;69;395;134108;-9702;311;445;;0
8,49E+15;314;134;471;172975;-225;462;75;;0
983;1,01E+15;182;511;84306;-18559;383;983;;0
887;5,54E+15;19;327;118446;-1085;334;0;0;0
777;606;69;376;1,33426E+16;-9212;307;0,00189;;0
304;509;6,71E+15;55;118413;-5709;678;0;780;1
159;685;634;467;90779;-10003;314;92;;0
7,11E+13;609;772;636;117028;-3839;327;0;160;0
109;7,88E+15;623;542;93567;-12298;357;36200000000;;0
562;501;317;3,88E+15;14793;-15378;262;0,000237;;0
8,74E+15;499;462;696;1,76466E+16;-10533;315;652;;0
836;7,88E+15;285;597;110753;-1431;1,89E+15;0;;0
4,43E+15;6,61E+15;414;1,89E+15;106002;-17049;375;858;10;0
2,69E+15;325;889;573;153893;-4748;442;275;0;0
975;341;26;5,71E+15;1,33478E+16;-19784;35;875;0;0
525;4,04E+15;84;682;122549;-3764;4;0,000864;680;1
992;652;624;625;131619;-22515;159;961;;0
315;177;5,92E+15;411;70744;-8388;375;87;;0
324;583;247;18;117988;-13561;297;444;0;0
187;552;645;588;8,9518E+15;-6595;268;0,000138;;0
129;6,92E+15;657;71;1,70073E+16;-5499;264;0;;0
477;6,73E+15;57;462;130875;-8373;256;0;;0
958;306;155;512;121951;-19447;432;284;160;0
0,00631;273;605;4,37E+15;1,60163E+16;-8125;804;684;;0
252;4,92E+15;911;58;154991;-4998;633;287;0;0
349;615;949;774;13112;-7586;35;639;;0
105;415;8,44E+15;421;130023;-5,663E+15;474;8,22E+15;;0
472;337;774;307;7984;-6801;484;0,00114;;0
989;286;105;109;8,0519E+15;-17548;556;131;0;0
8,69E+15;162;899;371;130533;-15442;419;879;;0
924;297;3,33E+15;187;7,8091E+15;-1,0654E+16;387;0;0;0
558;677;4,27E+15;3,94E+15;90312;-8603;192;815;;0
528;974;552;735;109967;-8133;478;0,000562;;0
968;233;981;395;133153;-35616;513;0;;0
946;409;249;351;102418;-1976;331;879;;0
366;79;728;4,03E+15;96978;-9221;391;0;610;1
434;563;85;652;114263;-1262;495;0;;0
953;52;257;2,77E+15;115956;-9669;308;0;0;0
171;424;74;585;1,69914E+16;-3,243E+16;347;0;750;1
283;389;591;3,39E+15;125264;-156;333;4,59E+15;;0
596;527;4,97E+15;5,77E+15;62389;-10761;342;0,000422;;0
178;273;76;491;190933;-8531;528;129;;0
624;35;409;135;149778;-10252;345;0,000489;;0
0,000342;309;982;2,32E+15;118207;-3771;131;88;;0
122;775;871;503;146366;-3624;375;0;;0
857;457;424;449;122504;-10572;329;0,00122;;0
215;387;4,48E+15;3,34E+15;1,47323E+16;-6104;339;0,00575;;0
925;258;832;389;126141;-35397;546;956;;0
647;579;8,69E+15;4,37E+15;1,35837E+16;-6,627E+15;295;7,93E+15;0;0
843;539;2,79E+15;264;111081;-12825;556;0,00505;;0
117;764;867;22;12998;-11054;114;5,77E+15;;0
926;299;248;148;89596;-9865;361;252;;0
2,34E+15;794;627;518;87554;-9431;36;0;630;1
99;223;252;378;8236;-19414;596;9,73E+13;120;0
365;431;7,02E+15;789;145222;-8207;796;173;;0
848;462;305;689;116451;-11304;379;298;;0
993;356;113;5,58E+15;93629;-2414;394;0,000792;0;0
983;215;998;205;75408;-22178;348;397;;0
638;802;288;919;111786;-20656;689;894;;0
284;4,68E+15;7,44E+15;335;138141;-3666;316;0,00146;;0
862;469;461;611;9463;-10396;27;379;;0
914;528;361;611;6,1501E+15;-28559;428;928;;0
961;316;105;106;8619;-1,5426E+16;35;1,16E+15;;0
145;282;8,32E+15;585;1,35152E+16;-8702;518;1,79E+11;0;0
207;725;557;6,73E+15;103037;-6158;724;0;170;0
952;295;218;379;68777;-40442;395;424;;0
209;483;391;336;122717;-108;321;885;0;0
409;688;816;743;155936;-8494;259;311;;0
228;54;422;493;187936;-1602;54;905;;0
431;7,39E+15;754;7,93E+15;150017;-5034;35;0;620;1
6,56E+15;679;424;6,63E+15;10593;-9486;246;112;;0
935;163;302;39;129971;-23354;477;94;;0
947;722;188;486;116812;-14438;481;0;;0
685;652;877;598;114948;-6484;173;158;50;0
621;166;764;705;110763;-1969;362;868;70;0
482;746;3,39E+15;291;119924;-9041;144;0,00136;700;1
103;321;6,66E+15;176;120052;-5879;365;242;;0
112;504;708;51;82009;-5896;343;424;750;1
29;379;4,54E+15;749;99031;-8019;291;275;;0
34;611;475;755;153688;-8551;157;882;;0
153;513;5,48E+15;331;168058;-14976;292;927;340;0
853;614;4,54E+15;7,66E+15;103092;-5294;287;229;;0
637;495;313;212;124203;-13186;358;253;;0
0,00098;5,76E+15;915;495;13797;-5,703E+15;496;347;;0
193;589;654;3,83E+15;120322;-7901;329;0;;0
6,86E+15;654;506;831;123179;-1718;535;155;760;1
736;696;943;833;129003;-2962;431;0;630;1
204;585;696;522;10401;-56;307;0;750;1
143;7,02E+15;928;733;130063;-4,071E+16;33;0;;0
148;588;649;181;122526;-18033;473;95;0;0
993;351;215;133;128786;-38553;572;932;;0
87;216;149;923;79085;-2,8098E+15;901;92;;0
187;6,76E+15;45;252;123894;-12822;854;182;0;0
919;62;451;78;9197;-6,662E+15;5,6E+14;0,00264;;0
887;4,64E+15;769;639;119326;-19753;402;782;;0
38;887;767;607;97437;-4311;295;0;620;1
574;341;41;152;100261;-779;297;502;;0
195;516;903;7,14E+15;1,38212E+16;-5613;827;838;;0
986;306;244;282;76547;-20905;404;914;;0
139;573;94;33;134011;-5893;355;6,56E+15;;0
177;88;7,51E+15;884;117948;-4258;874;0,00643;810;1
747;482;3,28E+15;481;161903;-8,614E+15;329;0;;0
238;63;908;968;120522;-242;326;5,92E+15;720;1
223;504;675;488;98082;-7,594E+16;31;0;;0
128;588;5,59E+15;278;123845;-4849;272;0;620;1
604;482;3,78E+15;487;133453;-9106;278;0,000911;;0
975;1,99E+15;679;165;136034;-21374;485;7,83E+15;;0
4;583;616;78;12384;-9096;35;541;;0
974;358;284;278;119693;-19611;35;853;;0
789;521;904;336;152985;-3656;172;448;;0
966;108;156;21;71721;-19332;37;0,00537;0;0
534;596;304;222;122137;-12519;297;202;;0
902;3,28E+15;262;186;6904;-14142;429;884;;0
137;4,43E+15;3,93E+15;284;157085;-10013;303;1,45E+11;110;0
735;489;68;374;7,4049E+15;-7,656E+16;119;0;;0
0,00011;337;892;254;116031;-909;803;126;;0
989;314;697;903;7,0856E+15;-33795;364;939;;0
251;8;455;764;120089;-5526;948;925;;0
746;38;321;174;142873;-13972;39;866;;0
66;723;581;7,66E+15;108016;-5061;329;0,000459;;0
831;4,32E+15;267;307;106017;-12382;327;196;;0
466;624;805;77;123991;-2632;2,9E+14;0;600;1
921;679;365;391;103672;-14842;953;434;;0
827;625;284;386;75844;-1204;271;321;;0
134;754;82;963;12999;-8,482E+15;501;0,00527;;0
357;402;674;68;131029;-6839;363;0;;0
261;855;6,86E+15;695;9987;-5891;381;0,000012;;0
8,29E+15;451;173;413;11212;-15371;351;93;;0
408;5,43E+15;391;715;11974;-10607;566;2,91E+11;;0
6,61E+15;691;447;732;112416;-8849;303;0;;0
826;474;344;303;129757;-8899;469;0;;0
1,16E+15;305;858;8,11E+15;204397;-754;724;373;;0
258;207;954;26;175885;-5974;249;585;;0
929;4,54E+15;253;5,58E+15;144338;-1,1359E+16;467;126;;0
283;718;745;7,17E+15;95885;-8599;436;294;30;0
957;273;208;179;119823;-1307;379;506;;0
148;611;6,51E+15;357;122983;-6973;587;0,00184;650;1
183;349;8,08E+15;331;8,5886E+15;-7,839E+15;652;62;;0
353;54;58;192;194054;-12541;564;892;;0
97;236;1,12E+15;901;93723;-24104;46;899;;0
674;532;247;708;119924;-11683;426;124;;0
923;356;3,78E+15;4,92E+15;7857;-15879;282;96;0;0
906;722;606;843;1,30051E+16;-15159;15;507;;0
0,00053;364;944;2,69E+15;160037;-4773;841;48;;0
813;517;208;514;8,7129E+15;-1,7522E+16;459;339;;0
69;748;414;239;97646;-1515;405;671;650;1
172;2,27E+15;731;3,94E+15;1,95934E+16;-4708;551;1,08E+11;30;0
975;282;196;121;94009;-22529;431;914;;0
272;757;847;92;108012;-4978;637;691;;0
3,28E+15;722;738;748;198075;-6073;247;0,00147;690;1
908;607;87;494;124988;-7273;543;89;;0
2,29E+15;802;46;804;10014;-12525;37;388;;0
18;6;3,72E+15;225;7,4981E+15;-7,758E+15;323;167;0;0
432;638;7,39E+15;152;1,28021E+16;-6175;568;164;;0
484;502;305;248;1,31242E+16;-16011;339;0,000355;740;1
452;524;49;556;137844;-12337;303;0,000288;;0
938;474;133;149;14406;-16053;514;74;0;0
0,00469;185;98;672;142879;-3594;13;905;;0
711;552;473;385;1,49896E+16;-10094;254;871;;0
481;6,58E+15;476;145;8,0011E+15;-10642;778;7,88E+15;;0
27300000000;519;995;4,04E+15;100242;-1949;65;248;;0
969;481;418;4,68E+15;148172;-14017;567;904;;0
102;474;56;581;127039;-8535;314;238;;0
104;8,22E+15;745;6,71E+15;80502;-4621;349;0;;0
633;516;755;165;140099;-3724;383;103;760;1
2,11E+12;352;985;356;135069;-5,427E+16;165;0,00257;;0
607;594;495;379;99017;-7695;274;0,000108;;0
86;5,67E+15;434;254;82459;-12755;349;257;680;1
7,71E+15;535;359;488;1,54163E+16;-9343;607;0;710;1
182;747;624;7,56E+15;97053;-5532;864;0;620;1
974;2,02E+15;108;141;7,3909E+15;-10387;323;469;;0
994;2,02E+15;829;129;132269;-32083;433;959;;0
741;352;5,38E+15;399;1,49818E+16;-8077;363;8,74E+15;170;0
857;444;494;585;88569;-9714;402;0;0;0
894;578;225;495;109801;-12151;332;0;0;0
249;5,82E+15;904;8,24E+15;155007;-7,418E+15;499;3,11E+12;0;0
14;4,68E+15;769;17;104102;-7,036E+16;4,1E+14;124;730;1
658;411;787;29;172981;-6,543E+16;31;0,000143;;0
942;6,46E+15;313;475;100111;-11084;311;333;;0
991;723;216;94;11402;-27705;32;108;;0
737;57;285;973;83485;-14125;381;133;620;1
759;7,04E+15;289;312;76442;-12481;318;0,000563;;0
734;821;833;961;132975;-8291;821;544;730;1
8,86E+15;395;412;231;73597;-10332;335;0,00167;0;0
6,73E+15;628;687;8,14E+15;1,35081E+16;-8561;354;117;;0
206;813;5,49E+15;622;91981;-6938;144;743;;0
111;4,63E+15;653;233;143912;-5515;273;136;660;1
237;486;977;413;103501;-3463;603;0;670;1
648;6;535;2,69E+15;7,1912E+15;-7,043E+16;107;0,000047;720;1
3,28E+15;7,93E+15;629;71;119999;-5794;693;0,000195;0;0
417;3,39E+15;8,39E+15;502;82318;-5,163E+15;712;1,72E+11;;0
663;607;45;121;105992;-8507;338;0,00112;700;1
202;745;687;764;99322;-7853;233;0;;0
504;675;8,03E+15;6,51E+15;127985;-6416;154;0;;0
0,000493;521;8,81E+15;564;160026;-5309;387;114;610;1
352;565;569;303;92466;-6084;379;0,000881;670;1
201;845;932;904;1050;-2645;342;223;;0
979;373;21;597;8,3394E+15;-20017;381;8,29E+15;;0
132;317;924;33;129675;-5191;12;0;;0
795;701;596;908;120031;-11777;397;397;;0
973;441;205;242;128572;-13095;343;816;;0
752;284;875;595;75009;-6069;422;461;760;1
185;602;5,66E+15;456;139114;-8555;252;0,00012;;0
17;423;922;5,67E+15;156063;-2602;411;0;600;1
107;647;7,24E+15;281;144989;-4376;472;241;;0
613;4,97E+15;7,19E+15;547;95769;-9397;266;0;760;1
658;259;929;335;98418;-5737;481;181;0;0
0,000042;3,29E+15;954;627;156899;-7006;722;614;610;1
127;4,92E+15;823;7,02E+15;94342;-8526;297;0;670;1
235;493;8,08E+15;38;117971;-3365;362;0;700;1
409;669;8,69E+15;725;9986;-8103;478;87;;0
106;594;58;782;100793;-10797;258;0,000453;0;0
981;3,78E+15;807;588;156511;-20997;607;0,00308;;0
984;451;868;292;59707;-25316;452;865;20;0
2,69E+15;6,97E+15;778;539;8,1989E+15;-572;111;0;;0
8,39E+15;203;73;16;77301;-23634;446;483;0;0
623;3,67E+15;3,38E+15;126;73939;-9156;278;0,00014;;0
982;38;87;544;124554;-27856;367;88;;0
1,69E+15;258;8,96E+15;423;12071;-7,132E+16;409;222;;0
563;649;618;695;175012;-10388;813;569;30;0
728;282;57;7,44E+15;84113;-14475;49;836;;0
592;423;6,81E+15;5,59E+15;110461;-9756;397;177;650;1
64;615;7,29E+15;7,02E+15;95686;-5846;283;354;;0
99;444;852;176;105561;-36844;446;543;;0
6,76E+15;1,89E+15;44;392;809;-24518;393;672;0;0
109;622;862;84;130005;-7481;887;181;0;0
611;44;375;359;149865;-6527;299;0;;0
47;477;425;4,59E+15;138721;-15206;568;96;;0
163;431;598;412;101527;-9062;293;0;;0
173;426;479;689;1,40103E+16;-7671;325;8,94E+12;;0
343;807;6,97E+15;616;138246;-3638;513;0;;0
481;622;746;509;1,75151E+16;-6015;361;0;;0
809;6,51E+15;93;555;120002;-8546;355;927;;0
7,07E+15;526;775;962;8,0106E+15;-605;352;0,00205;740;1
381;7,61E+15;942;462;114998;-6,453E+15;13;0,00263;;0
134;863;882;642;103987;-2396;612;56000000000;630;1
701;608;325;365;1,42117E+16;-11798;501;1,36E+13;;0
952;251;108;637;131881;-17114;386;867;;0
408;603;55;57;81212;-7,738E+15;321;0,000157;0;0
91;41;939;531;124824;-7,292E+15;122;799;;0
701;176;27;467;13713;-9788;344;401;;0
143;679;86;5,43E+15;90189;-4926;25;0;;0
1,69E+15;434;622;175;1,59152E+16;-5311;407;0,00236;250;0
987;241;804;111;7,4213E+15;-26837;434;943;;0
593;644;523;289;119937;-10851;33;379;;0
183;612;921;4,53E+15;139986;-2879;848;0;730;1
665;6,86E+15;374;693;102879;-1,1029E+16;439;0,00191;600;1
6,53E+13;7,49E+15;536;757;82993;-9608;214;0;330;0
974;45;478;614;146291;-14248;471;868;;0
856;139;22;789;71432;-19974;324;831;680;1
5,38E+15;5,38E+15;455;392;14257;-9936;2,9E+14;0,00619;;0
