acousticness;danceability;energy;valence;tempo;loudness;speechiness;instrumentalness;track_popularity;is_hit
152;619;579;69;127224;-9307;473;0,00064;710;1
367;357;731;157;152035;-5456;426;67;10;0
819;627;952;1,89E+15;121989;-8,643E+15;537;8,39E+15;;0
484;423;322;11;60799;-11578;343;116;0;0
859;607;6,58E+15;513;8,7043E+15;-7762;423;0;620;1
49;726;698;867;143994;-4165;431;0;870;1
8,22E+15;6,51E+15;419;397;11895;-894;335;796;10;0
2,32E+15;6,58E+15;933;732;99997;-8416;397;911;;0
158;7,93E+15;546;61;135047;-101;388;0,000215;30;0
111;526;821;4,97E+15;84146;-6,991E+16;503;0,000327;;0
416;5,77E+15;133;295;127228;-21276;414;8,81E+15;10;0
207;815;784;74;12003;-7,382E+16;498;295;;0
37;5,49E+15;65;636;80404;-807;693;2;;0
562;662;605;713;91013;-9641;334;0,00146;0;0
929;289;125;223;122307;-15797;401;0,00475;0;0
335;64;588;5,92E+15;109994;-755;263;94;;0
98;306;215;753;109211;-32365;381;858;0;0
977;344;203;373;137486;-16919;369;882;10;0
156;609;574;802;9397;-10374;281;882;30;0
991;611;578;505;1,39443E+16;-23427;831;8,54E+15;30;0
256;155;991;381;181008;-2315;242;931;0;0
16;8,54E+15;768;957;138939;-9345;833;7,91E+13;;0
176;6,94E+15;77;163;125905;-5335;149;0,00011;790;1
655;611;765;812;109119;-6688;717;0;;0
478;5,71E+15;747;635;106253;-4659;17;0;640;1
105;792;701;251;10389;-7198;283;0;670;1
866;386;182;3,39E+15;205409;-2065;502;602;;0
985;417;969;302;153795;-2263;554;442;;0
857;6,41E+15;894;972;109823;-741;273;9;720;1
451;636;6,56E+15;439;171918;-5,542E+16;676;0,000797;760;1
261;6,73E+15;7,07E+15;552;130083;-11318;398;8,64E+15;10;0
5,49E+15;6,92E+15;526;6,73E+15;11529;-11729;284;7,26E+13;620;1
115;721;65;391;130491;-695;136;137;660;1
299;631;7;457;12202;-5981;447;386;;0
977;293;993;699;8,3828E+15;-21209;529;2,19E+15;;0
216;43;507;177;152012;-16145;319;8,22E+15;;0
293;736;37;619;165908;-11072;502;0;610;1
116;6,56E+15;934;654;139796;-4667;627;0,000352;;0
443;562;935;93;139953;-3999;407;487;;0
1,89E+15;604;995;168;141743;-5721;592;569;;0
988;555;682;7,09E+15;112194;-7181;339;0;;0
785;722;787;852;92022;-4013;734;0,000646;660;1
179;755;695;493;128063;-5,963E+15;26;0;760;1
5;331;698;867;89948;-27333;305;8,74E+15;;0
515;353;3,33E+15;133;178136;-9793;265;97;0;0
143;396;816;619;1,67286E+16;-5,207E+15;342;33;0;0
5,48E+15;515;526;737;198495;-7911;357;0,00808;;0
8,96E+15;625;228;211;72439;-1,4029E+16;625;898;;0
855;434;118;297;108559;-19933;349;862;;0
4;716;504;204;103896;-7,012E+16;298;0;;0
106;525;511;296;139912;-7,952E+15;303;0;;0
385;435;895;493;1,45973E+16;-5388;83;0;;0
472;506;772;597;11097;-6602;306;0;10;0
1,01E+15;247;878;342;11147;-40;522;0,00149;;0
0,00261;805;7,61E+15;775;122009;-8023;681;843;60;0
298;8;496;357;12829;-7135;506;0;670;1
99;291;742;376;65979;-27592;354;878;;0
758;521;305;5,77E+15;104893;-8757;266;178;;0
603;529;2,32E+15;298;137661;-15416;332;174;;0
119;489;584;482;12518;-7762;279;122;;0
973;291;741;172;115745;-2211;448;873;;0
21;86;758;4,53E+15;97014;-516;695;0,00654;790;1
239;715;605;4,54E+15;122956;-5,128E+15;428;0,00141;760;1
7,61E+15;62;371;3,28E+15;112122;-8,642E+15;301;0;;0
147;594;568;407;1,32348E+16;-7268;701;0,00401;640;1
919;452;1,99E+15;791;10361;-12267;343;663;;0
991;499;504;376;75675;-19749;5;904;;0
995;205;2,69E+13;0;72958;-34148;446;969;;0
124;659;846;595;92803;-7579;111;0;650;1
483;5,72E+15;932;805;107403;-2483;314;0;;0
284;456;68;725;12351;-9267;365;0,000099;;0
131;46;898;6,81E+15;142136;-4647;814;0;;0
242;606;887;903;119974;-4404;598;0;710;1
583;284;7,04E+15;1;191702;-7276;186;1,15E+12;660;1
359;59;494;326;199359;-7009;4,27E+15;167;;0
392;7,56E+15;705;862;111039;-7769;64;25;;0
982;312;823;286;1,48177E+16;-6251;457;892;120;0
5,59E+15;478;299;611;144757;-10285;301;0;0;0
957;527;296;248;115067;-10797;327;911;;0
977;357;403;23;8,7748E+15;-41788;511;927;;0
979;4;179;632;108554;-20181;427;408;;0
595;564;249;833;161267;-14142;531;0,00782;;0
745;621;73;172;1,71996E+16;-7478;546;0;;0
571;578;8,86E+15;59;9993;-3691;331;0,000215;;0
276;731;5;28;128031;-10268;988;0,000391;;0
2,02E+15;4,68E+15;652;536;7799;-6956;291;0;;0
181;723;889;725;87538;-2518;3,43E+15;0;130;0
597;652;695;637;119839;-7,339E+15;275;0,000382;0;0
546;892;657;504;97931;-10194;102;0,00528;;0
864;612;6,51E+15;902;90272;-6974;281;0;610;1
333;7,71E+15;78;38;150035;-7074;2,32E+15;396;;0
8,19E+15;249;162;212;2,04839E+16;-15962;391;0,00615;;0
322;509;596;156;12298;-5921;347;185;;0
403;624;531;743;12808;-1323;408;0,000121;670;1
58;3,38E+15;34;1,97E+15;8,2433E+15;-12049;339;32;790;1
648;381;4,53E+15;473;8,1254E+15;-9363;44;0;630;1
101;33;532;218;93512;-11764;263;7,09E+15;790;1
993;414;984;824;91349;-18456;522;917;120;0
401;541;883;405;127681;-333;147;0;;0
336;6,78E+15;337;752;124428;-12855;421;49;;0
88;278;102;205;1,38831E+16;-2234;501;0,00522;;0
247;251;53;166;119059;-8196;319;154;;0
499;605;763;342;12395;-5483;401;0,000349;;0
212;6,58E+15;856;75;137911;-417;13;379;0;0
1,16E+15;603;735;903;129968;-7455;2,9E+14;0,00586;;0
389;8,42E+15;735;942;960;-6444;878;0;120;0
931;544;102;59;7769;-2,1078E+16;548;0;0;0
103;634;767;419;108033;-8629;333;0,000165;0;0
161;6,68E+15;901;7,29E+15;117984;-6314;411;6,93E+12;;0
944;783;679;362;5,6726E+16;-2497;447;909;;0
408;5,92E+15;672;56;99395;-11517;314;1,16E+12;0;0
747;498;525;29;135944;-8862;132;338;;0
257;565;83;7,04E+15;9,0018E+15;-5807;413;0;;0
621;8,34E+15;838;961;162303;-6,321E+16;136;107;;0
512;664;66;355;99946;-4646;243;0;650;1
862;407;146;374;120009;-18812;405;927;;0
524;524;799;653;90826;-9039;882;416;;0
445;743;43;593;95406;-14575;906;363;710;1
5,59E+15;568;645;7,56E+15;8,3672E+15;-11714;5;115;;0
61;247;402;3;89198;-1,7763E+16;459;778;;0
177;67;935;974;135563;-9827;361;917;;0
2;923;569;857;101881;-6933;408;0,00128;;0
37;524;906;605;1231;-4301;963;0,00364;630;1
606;619;706;335;148625;-8302;867;671;;0
978;369;503;432;90329;-32577;613;935;0;0
214;703;8,37E+15;356;124953;-3606;395;0,00445;650;1
185;617;855;465;118027;-6138;5,6E+14;787;;0
715;621;223;253;128714;-9469;307;0,00011;;0
963;356;157;786;87685;-14588;301;299;;0
418;737;163;141;78971;-14953;358;894;;0
166;579;868;833;85454;-5819;253;0;0;0
155;555;675;893;127382;-4715;349;0,000595;;0
8,64E+15;479;246;273;144659;-12501;372;0;;0
195;5,43E+15;723;505;109026;-5182;326;0;;0
319;6,46E+15;795;7,96E+15;8999;-3293;976;0;820;1
2,27E+15;555;6,86E+15;2,69E+15;104929;-5185;256;0,000145;;0
126;528;511;351;1001;-8144;324;0;750;1
248;588;764;5,43E+15;119996;-791;318;345;;0
7,14E+15;802;313;487;104931;-12157;288;0,00116;670;1
892;327;3,67E+15;44;14487;-13432;375;1,77E+13;;0
457;5,33E+15;303;847;71458;-921;255;0,000522;50;0
2,84E+13;374;7,91E+15;557;106566;-367;316;397;;0
964;313;154;373;102583;-23221;36;887;;0
286;499;758;522;102319;-9414;591;198;;0
178;56;914;103;1,47978E+16;-6853;906;769;;0
912;502;499;527;81035;-1,1381E+16;392;132;;0
768;735;1,97E+15;3,83E+15;147899;-13378;537;276;750;1
1,69E+15;959;625;787;114016;-6602;559;239;;0
0,000087;242;93;244;134967;-6522;1,12E+15;3,98E+15;;0
647;4,03E+15;8,14E+15;349;171929;-11586;125;55;;0
107;2,19E+15;943;326;159266;-5704;909;166;;0
251;104;925;2,79E+15;163642;-462;497;612;;0
124;474;956;589;168148;-4442;809;597;;0
527;38;675;6,86E+15;160037;-8695;155;235;;0
988;238;768;389;8,5328E+15;-21943;539;3,72E+15;10;0
411;747;728;918;88736;-5674;863;0,000691;;0
495;599;374;2,24E+15;1199;-8896;385;0;670;1
915;498;7,14E+15;226;91289;-7,917E+15;361;361;640;1
613;777;8,17E+15;564;88012;-6085;259;55200000000;;0
233;6,63E+15;626;6,61E+15;9786;-5809;533;0,00804;;0
2,24E+15;8,17E+15;578;851;143982;-7579;824;103;700;1
8,22E+15;609;4,68E+15;511;146995;-11627;69;43;;0
1,97E+15;499;83;442;129982;-3616;314;164;;0
231;626;425;952;150875;-15656;356;0;650;1
135;852;6,66E+15;726;91046;-6,923E+15;184;0;670;1
546;58;49;165;75929;-6272;245;0;610;1
171;66;693;927;120022;-8775;278;2,03E+12;;0
633;6,56E+15;542;926;116104;-9745;37;8,22E+15;;0
1,67E+15;701;6,66E+15;555;111976;-4743;428;0;;0
618;52;915;5;90069;-2862;103;946;700;1
117;838;7,71E+15;405;175957;-3791;244;0;710;1
985;639;816;802;1,38008E+16;-528;485;604;700;1
161;5,54E+15;7,88E+15;5,72E+15;90955;-9816;541;75;;0
377;3,67E+15;496;19;132714;-12033;387;8,76E+15;;0
1,99E+15;581;935;491;130005;-4589;284;6,26E+12;;0
771;603;6,56E+15;495;126068;-7803;354;424;0;0
193;429;564;276;104212;-6784;268;828;740;1
58;746;4,54E+15;371;97029;-8921;268;0;0;0
351;713;484;184;125083;-7856;376;132;;0
503;863;536;961;126058;-972;539;311;670;1
192;201;901;522;174571;-3952;145;0;0;0
441;737;636;565;105005;-4546;437;66600000000;710;1
0,00026;357;93;185;113348;-3428;621;391;;0
119;677;721;7,17E+15;117078;-8519;487;614;;0
642;5,54E+15;3,88E+15;5,67E+15;131955;-8413;392;0;;0
496;813;42;92;81053;-12273;539;0;0;0
122;59;499;278;119134;-10138;423;0;10;0
877;2,32E+15;1,67E+15;105;5203;-14186;375;423;;0
373;213;252;1,17E+15;74609;-12661;3;927;380;0
701;431;247;126;183118;-12804;278;107;;0
168;363;91;115;121013;-6915;176;0,000422;0;0
546;501;879;716;136675;-4542;354;0;;0
16;4,38E+15;818;3,43E+15;125019;-12224;837;55400000000;;0
677;363;6,58E+15;27;108423;-8911;434;431;;0
943;603;28;667;99222;-12578;804;14;0;0
944;226;888;934;90804;-14741;389;803;;0
1,84E+13;344;789;301;139941;-874;521;884;;0
2,32E+15;6,97E+15;407;623;119781;-10027;592;212;;0
575;357;411;2,27E+15;162963;-894;458;147;;0
194;708;529;485;159982;-10123;308;0;;0
879;78;397;2,74E+15;129967;-9637;37;3,38E+15;;0
0,000699;286;929;304;103315;-7961;146;302;130;0
349;29;43;342;78102;-8296;309;0,000268;0;0
275;629;675;5,87E+15;95733;-5,302E+16;243;0;;0
139;551;6,58E+15;674;129012;-7,832E+15;346;434;0;0
893;422;24;21;1,64091E+16;-14111;298;651;;0
636;487;289;991;125725;-9461;306;0;;0
818;422;689;364;129898;-27438;322;942;;0
2,74E+15;711;504;607;171985;-1184;419;903;;0
7,56E+15;508;341;8,37E+15;141319;-14011;293;971;;0
905;157;123;352;13486;-2239;464;88;0;0
972;397;725;102;97157;-21087;307;893;;0
994;346;113;105;118355;-31852;539;893;;0
967;406;481;158;7,0701E+15;-21729;447;8,96E+15;;0
151;72;625;5,49E+15;8,5989E+15;-6066;175;0,00828;;0
17;461;75;226;165705;-5813;374;0,00392;0;0
387;685;589;825;8,1716E+15;-10033;439;858;;0
103;555;757;5,82E+15;129607;-7,868E+16;601;0,000116;720;1
276;636;408;298;139799;-11896;882;494;;0
503;653;7,81E+15;2,02E+15;100012;-723;424;477;100;0
129;524;8,81E+15;687;137984;-9537;584;202;;0
556;384;233;126;111981;-1179;331;204;;0
391;608;585;395;124132;-6026;277;0,000254;;0
144;722;384;46;92002;-13237;371;307;;0
476;5,77E+15;579;272;119096;-8424;395;103;;0
288;6,89E+15;852;742;96964;-5,446E+16;516;331;;0
113;705;95;726;121996;-6812;12;421;;0
862;172;188;712;117479;-26358;432;8;;0
247;481;8,19E+15;962;1,54521E+16;-8881;363;953;0;0
8,14E+15;586;589;445;96143;-1,4199E+16;368;8,86E+15;;0
727;583;913;693;145083;-8294;635;81;;0
994;418;825;758;73783;-23834;544;922;10;0
524;556;368;715;133495;-1765;8;168;;0
309;674;7,24E+15;915;10509;-5,368E+15;651;0;;0
341;1,67E+15;325;179;96403;-1086;357;8,29E+15;;0
419;748;741;537;128077;-3103;531;0;660;1
609;615;4,03E+15;287;132253;-10304;374;873;;0
583;799;294;392;114954;-14457;133;304;0;0
745;631;3,78E+15;955;1,74931E+16;-16934;579;0,00142;0;0
467;639;345;773;111585;-8571;473;0;;0
993;467;135;264;147951;-1874;4;903;;0
103;54;921;281;95958;-2398;121;0,000134;10;0
386;218;987;1,12E+15;148589;-2906;935;313;;0
871;431;284;2,29E+15;98317;-11858;432;136;630;1
928;481;29;825;124827;-13992;447;147;;0
518;387;879;934;153622;-3346;354;0,00802;;0
92;516;114;19;1,37706E+16;-22451;739;0;;0
851;439;326;156;158006;-13026;372;85;0;0
816;52;3,33E+15;198;74165;-11508;302;0;630;1
963;3,83E+15;155;129;81608;-15917;455;104;;0
1,16E+15;66;848;662;121032;-10531;545;833;;0
989;296;427;895;79214;-2505;416;0,000039;;0
0,000274;51;98;319;12994;-3779;936;825;;0
35;8,24E+15;862;8,14E+15;124002;-9915;427;894;;0
643;3,83E+15;608;5,43E+15;7389;-7,798E+15;34;0;610;1
946;19;1,37E+15;394;85055;-23072;419;312;;0
72;3,29E+15;4;402;178454;-11304;575;0;;0
86;335;304;591;88353;-15308;766;134;;0
7,49E+15;611;574;691;102004;-7011;604;0,00182;;0
965;19;111;371;92835;-29101;452;385;;0
2,29E+15;57;7,14E+15;8,81E+15;135778;-8378;283;131;600;1
399;1,69E+15;5,72E+15;496;95647;-7,554E+16;305;8;;0
285;484;3,94E+15;467;89066;-18584;271;7,51E+15;40;0
47;389;392;4,54E+15;153282;-10185;319;386;;0
323;504;856;685;134928;-6525;341;117;;0
938;391;455;292;125104;-29349;37;135;;0
856;268;124;88;141832;-2,3508E+15;286;0,00649;0;0
394;665;91;887;8,4099E+15;-4682;223;0;720;1
156;589;816;7,39E+15;140787;-8442;142;0,000494;;0
976;2,69E+15;46;118;118156;-7869;384;525;;0
726;4,43E+15;425;109;133123;-1,1529E+16;364;198;;0
303;93;535;518;102017;-8755;111;201;710;1
146;5,48E+15;815;477;100013;-4072;304;0;;0
494;419;516;476;97884;-9937;335;0,000441;630;1
148;653;317;726;127225;-7,922E+16;315;0;20;0
223;807;384;257;134975;-10834;363;0;;0
186;239;94;384;184985;-9408;64;632;;0
132;332;588;613;891;-101;296;129;20;0
315;608;946;485;1,40052E+16;-7,423E+15;336;142;;0
605;316;482;287;7,8353E+15;-7,923E+15;476;0,00496;;0
919;297;341;2,74E+15;90675;-7846;304;701;0;0
732;535;931;4,63E+15;101968;-5057;577;831;70;0
302;908;4,63E+15;865;99955;-7,804E+16;105;0;0;0
461;622;4,59E+15;74;111619;-11255;284;526;;0
987;5;195;967;132875;-19114;48;293;;0
195;626;812;609;113989;-6386;406;0,00144;;0
263;563;809;882;111524;-10204;42;352;;0
8,01E+15;588;1,97E+15;83;126386;-17092;335;364;;0
562;8,08E+15;535;966;129995;-10002;522;944;;0
944;478;144;203;116539;-16358;582;15;;0
4,78E+13;413;527;2,32E+15;126103;-12719;728;775;0;0
638;36;501;324;74807;-9129;258;0,00932;760;1
872;303;205;607;121336;-23196;359;101;;0
493;595;546;349;109994;-1,1971E+16;295;983;0;0
446;7,12E+15;51;268;122964;-8162;633;0,00246;710;1
8,24E+15;516;266;157;115145;-7864;301;0;;0
994;256;486;173;72781;-30583;431;944;;0
204;434;885;843;93999;-7,367E+15;396;0;630;1
128;52;8,86E+15;636;121945;-2387;454;0;520;0
933;376;268;143;99732;-17695;33;8,96E+15;;0
959;412;52;213;62592;-20693;447;634;0;0
563;727;248;493;115002;-15403;369;0;0;0
706;506;79;8,86E+15;140142;-6,713E+15;3;214;;0
977;122;838;39;73236;-2272;392;96;;0
966;64;768;921;12904;-2859;365;0,00452;;0
7,56E+15;778;519;4,64E+15;119992;-5765;67;0;;0
6,58E+15;966;111;39;7839;-16247;437;0,00435;;0
402;4,03E+15;59;501;13945;-11472;295;932;;0
3,23E+15;826;773;7,61E+15;126899;-4218;524;0;740;1
63;884;765;594;99987;-3865;882;0,000704;370;0
754;66;421;738;14721;-11512;321;432;;0
726;363;912;496;100843;-22327;361;0,000782;;0
281;731;627;45;119019;-14134;45;41;;0
321;482;7,86E+15;7,93E+15;126755;-5735;32;0,00888;760;1
701;736;397;82;7327;-11101;3,34E+15;0;0;0
1,64E+15;515;7,44E+15;518;108888;-2682;297;0;0;0
258;547;894;84;14003;-8191;357;233;140;0
965;1,64E+15;959;381;59131;-23931;456;906;;0
431;799;27;26;116021;-15361;817;948;20;0
991;391;692;371;54557;-21893;511;904;0;0
0,00354;503;994;537;109963;-389;585;0,000694;0;0
117;255;904;79;121909;-7,594E+16;342;477;;0
578;511;412;795;169791;-17977;56;0,00617;60;0
708;495;314;249;143088;-14932;313;368;;0
6,51E+15;73;341;8,22E+15;100558;-8521;578;181;790;1
434;6,83E+15;971;7,19E+15;122017;-6886;565;754;0;0
697;586;999;322;100035;-2543;3,83E+15;795;0;0
935;191;21;1,16E+15;95117;-16537;328;765;;0
209;2,77E+15;574;374;103902;-11512;391;7,86E+15;;0
988;309;908;864;81732;-19209;409;977;;0
959;351;187;304;8,8123E+15;-12853;319;92;0;0
598;294;7,17E+15;385;79977;-7386;47;984;;0
5,43E+15;37;6,73E+15;442;111739;-7,798E+15;333;101;0;0
123;6,66E+15;618;596;95928;-10378;449;2,01E+12;;0
921;83;233;32;83875;-23675;427;938;0;0
306;385;986;1,94E+15;1,60022E+16;-4806;154;0;;0
45;775;411;728;123995;-9241;611;8,59E+15;10;0
0,000164;231;843;293;155061;-10127;436;227;;0
915;473;238;491;92445;-9618;339;3,56E+11;;0
6,92E+15;746;324;385;104976;-8064;45;782;750;1
147;295;977;353;168672;-7086;88;187;630;1
57;174;254;226;8,6032E+15;-1,4074E+16;383;9;;0
109;713;929;7,39E+15;13301;-7,082E+16;323;0;;0
704;7,76E+15;731;777;131999;-8125;397;0,00018;;0
958;371;758;452;7781;-5,679E+15;36;0;680;1
947;191;25;2,29E+15;146222;-11819;308;0,00862;;0
992;13;12;382;84936;-22562;463;392;;0
945;4,03E+15;2,29E+15;21;89993;-15366;274;873;;0
958;238;594;373;106722;-3,4498E+16;363;873;;0
495;593;424;353;1,40008E+16;-8,903E+15;702;0,000101;280;0
903;215;304;919;118541;-28428;446;29;;0
285;217;847;693;104656;-8783;107;736;;0
655;609;642;682;89887;-8,188E+15;242;0;;0
662;3,93E+15;6,68E+15;43;196815;-7273;422;103;;0
532;389;873;303;106767;-4768;475;55;740;1
8,11E+15;672;3,29E+15;539;95946;-8,153E+15;304;0,00605;660;1
388;8,01E+15;5,53E+15;6,63E+15;160328;-9786;384;0;;0
939;1,64E+15;22;285;71579;-17226;396;925;;0
993;573;858;5,54E+15;66314;-23083;406;73;;0
892;479;255;7,29E+15;187128;-21405;451;0;;0
993;36;147;2,77E+15;87029;-21424;306;75;0;0
27;639;8,69E+15;767;169801;-4024;147;0;780;1
993;6,46E+15;102;249;184007;-2,2363E+16;57;942;;0
926;266;113;942;8,3076E+15;-17449;425;679;;0
795;265;7,02E+15;305;195868;-6647;39;107;;0
6,56E+15;415;143;271;122401;-20921;507;7,04E+15;;0
779;655;148;107;93764;-14046;837;5,72E+15;;0
846;7,86E+15;8,08E+15;609;105027;-3702;882;289;760;1
684;5,43E+15;8,19E+15;757;90012;-5525;344;0,00019;;0
274;461;795;501;109532;-10258;613;188;;0
957;662;661;2,69E+15;115775;-1516;103;909;;0
283;284;425;107;140095;-9772;299;0,00634;;0
228;856;5,43E+15;5,58E+15;96063;-12019;131;226;0;0
903;386;161;113;104931;-17851;434;563;0;0
7;705;228;369;13326;-18557;517;164;;0
1,01E+15;52;7,98E+15;168;101944;-5,498E+16;391;0;700;1
591;797;293;478;80035;-7479;8;724;650;1
963;125;116;334;96594;-29427;407;8,08E+15;;0
289;589;797;2,32E+15;102489;-5464;15;0,000435;650;1
568;7,07E+15;446;465;130015;-7911;301;0,000504;;0
397;348;7;416;93614;-8885;611;228;600;1
136;69;5,67E+15;879;78664;-7935;286;299;50;0
41;561;243;111;92098;-13701;304;4,18E+12;;0
541;3,67E+15;4,68E+15;96;102595;-18301;303;27;0;0
831;758;436;8,29E+15;95423;-1042;451;742;;0
956;774;102;555;112228;-13957;373;69;70;0
682;39;486;385;121561;-10532;552;0,00256;;0
7,76E+15;631;792;48;77096;-5806;366;0;130;0
784;593;474;5,92E+15;160434;-1,7513E+16;322;0,000194;;0
574;368;5,92E+15;3,98E+15;127593;-11042;331;144;700;1
958;252;217;185;9,0067E+15;-19958;585;828;0;0
252;203;22;938;8,1198E+15;-1,4141E+16;315;713;30;0
1,12E+15;4,68E+15;779;26;173799;-4839;779;373;820;1
2,02E+15;616;769;7,17E+15;106963;-7932;604;106;0;0
153;4,27E+15;653;354;101159;-10692;367;141;;0
99;354;139;178;71169;-20118;537;929;;0
373;3,98E+15;952;584;122093;-6,042E+16;61;0,00775;740;1
948;532;136;184;104132;-21771;368;941;20;0
586;145;915;688;9383;-3649;615;774;;0
987;578;983;6,81E+15;1,34552E+16;-3646;629;0;;0
344;588;851;706;123691;-4206;33;773;620;1
865;659;212;31;71876;-19192;521;118;0;0
853;523;171;42;125105;-17896;519;191;;0
57;6,71E+15;777;289;9998;-4322;46;11;630;1
204;731;8,11E+15;426;147045;-3225;712;0;730;1
508;515;735;5,59E+15;1,31521E+16;-5339;764;113;10;0
672;431;347;452;117064;-16528;326;895;;0
626;6,83E+15;584;512;102942;-7614;253;0,000447;;0
421;514;7,19E+15;7,39E+15;9685;-10192;312;83;;0
964;625;2;99;80122;-10787;738;187;;0
986;518;354;129;85292;-1163;839;955;;0
934;424;923;3,39E+15;121149;-20359;479;0,00182;;0
83;633;813;76;1,71966E+16;-3914;344;162;;0
545;645;669;568;100052;-7,946E+16;638;138;610;1
632;61;426;357;131096;-11274;256;158;;0
669;901;748;992;1,28978E+16;-11629;555;8,32E+15;;0
6,99E+15;568;278;43;7,3448E+15;-10955;2,02E+15;0,000693;;0
208;8,08E+15;741;732;128009;-6,208E+16;892;205;;0
94;2,74E+15;966;398;74003;-22464;474;0,00471;;0
405;648;88;733;100007;-3237;144;0,00501;;0
159;6,61E+15;682;488;109915;-8906;551;0,000012;;0
407;812;557;66;127308;-7772;652;323;;0
923;2,02E+15;478;523;84148;-26762;493;313;;0
187;797;705;629;119877;-6854;538;232;;0
955;415;104;18;82006;-1183;426;0,000379;710;1
8,03E+13;606;852;141;67185;-526;924;88;;0
145;741;695;539;127977;-5669;388;377;70;0
917;664;525;503;120068;-8448;309;526;;0
984;4,03E+15;887;552;124309;-22603;559;5,71E+15;;0
941;206;368;1;105884;-35022;469;879;;0
841;732;396;5,48E+15;90024;-9348;286;0,00358;810;1
971;3,38E+15;129;302;8,7849E+15;-2,1238E+16;584;47600000000;;0
995;178;305;427;72582;-16363;384;148;;0
916;8,74E+15;138;918;100044;-14418;515;0,000517;;0
962;149;162;315;104676;-18464;362;909;0;0
353;568;495;303;128234;-8964;299;0;700;1
3,88E+15;74;573;652;8,2533E+15;-6,707E+16;731;0;0;0
332;789;711;753;112985;-4248;4,1E+14;0;780;1
993;49;125;6,83E+15;92072;-20418;308;441;0;0
6,83E+15;579;251;52;114424;-19854;33;16;20;0
889;364;104;2,69E+15;125481;-26283;584;941;;0
431;322;931;586;186243;-6073;573;0;40;0
688;132;947;381;169672;-3467;835;944;;0
31;337;723;7,09E+15;156378;-5271;31;124;;0
356;236;838;217;85041;-3836;632;652;0;0
182;715;5,92E+15;674;9891;-9301;539;0,000749;;0
855;677;444;773;156183;-12025;446;885;120;0
101;3,72E+15;91;7,56E+15;161964;-5559;392;944;660;1
722;578;661;238;122705;-24608;36;0,000837;;0
955;469;941;156;173295;-5,998E+16;768;0;90;0
767;433;408;611;105049;-7857;408;894;;0
7,56E+13;4,48E+15;826;19;77093;-3244;319;0;660;1
554;43;905;532;133874;-3863;861;0,00288;;0
0,00236;629;7,39E+15;1,69E+15;120008;-11022;388;831;;0
526;621;807;6,78E+15;94936;-6232;392;443;;0
7,44E+15;504;456;642;122211;-11297;325;251;0;0
235;8,34E+15;6,63E+15;774;121876;-6143;133;0;710;1
126;423;88;474;106058;-4,031E+16;504;0;0;0
912;532;326;579;164768;-13004;456;862;;0
675;415;285;5,67E+15;76003;-1,4574E+16;282;859;0;0
42;907;625;605;99918;-5557;198;0;680;1
456;629;677;308;97147;-4435;3,33E+15;0;;0
7,34E+15;659;121;13;121612;-15467;524;245;;0
421;599;8,11E+15;4,97E+15;107011;-4,906E+16;324;0;;0
734;305;954;541;167563;-5204;687;0,00182;;0
287;743;73;15;179972;-4314;125;0,00081;610;1
287;537;81;961;138502;-4002;52;0;;0
8,24E+15;327;139;1,97E+15;101793;-1,7251E+16;468;415;;0
232;653;634;306;160013;-5875;391;0;740;1
126;627;906;63;9097;-3442;622;6,93E+13;0;0
159;5,77E+15;7,56E+15;6,63E+15;17675;-582;115;2,32E+12;730;1
41;452;866;291;8,1972E+15;-4431;4;0;630;1
0,000363;292;993;139;153681;-3767;182;81;;0
431;413;359;239;139292;-8084;48;0,00117;;0
855;7,14E+15;905;838;125927;-2,663E+16;289;0,00255;630;1
0,00599;413;8,81E+15;364;158066;-5541;367;308;840;1
144;301;823;3,72E+15;152017;-4072;433;309;720;1
22;7,24E+15;722;863;93406;-7722;584;7,12E+15;;0
956;47;184;3,29E+15;12966;-16588;519;91;;0
153;628;735;941;90406;-7157;179;0,000276;;0
8,64E+15;783;206;807;8,0341E+15;-20611;337;838;670;1
802;546;5;449;15092;-8881;379;108;730;1
669;608;557;8,44E+15;1,29927E+16;-13558;201;0;;0
127;504;809;551;156382;-8246;214;0,00451;0;0
0,00146;256;973;1,12E+15;1208;-5,326E+16;956;851;;0
758;6,89E+15;4,63E+15;2,32E+15;9003;-10151;239;797;;0
14;71;779;7,83E+15;139993;-4021;691;0;180;0
606;491;298;6,68E+15;116122;-14742;431;899;;0
936;4,27E+15;25;578;19812;-12877;108;0;;0
851;4,54E+15;57;1,17E+15;123023;-17419;782;502;0;0
269;768;884;831;110676;-5,417E+16;321;905;10;0
336;611;789;7,51E+15;12007;-6,838E+15;581;7,08E+13;;0
193;853;76;4,58E+15;122999;-6699;533;0;600;1
3,38E+15;7,39E+15;609;703;95478;-5574;546;0,00311;;0
948;346;518;777;103183;-24886;301;108;0;0
99;44;75;247;107176;-17864;638;0,000277;;0
281;763;777;929;124431;-6932;364;78;720;1
515;875;622;5,82E+15;118001;-7269;171;927;;0
281;63;6,94E+15;216;97005;-6,257E+16;253;0;740;1
949;196;204;1,97E+15;77719;-1825;496;8,17E+15;0;0
136;486;942;152;93016;-60;94;8,2E+14;;0
973;35;462;36;79561;-22767;558;0,000973;;0
245;631;7,96E+15;596;9247;-535;401;108;630;1
989;322;365;387;1,73131E+16;-22984;713;0,00062;;0
346;638;7,17E+15;249;100027;-4722;337;0;740;1
