acousticness,danceability,energy,valence,tempo,loudness,speechiness,instrumentalness,track_popularity,is_hit
0.000551,0.295,0.679,0.381,197.96400000000003,-6.182,0.15,5.44e-05,58.0,1
0.000374,0.291,0.735,0.19,175.97799999999995,-4.767,0.0415,4.53e-06,51.0,1
0.0651,0.41,0.8340000000000001,0.3329999999999999,147.982,-5.375,0.054,0.0,60.0,1
0.0129,0.414,0.486,0.368,128.03799999999998,-6.431,0.0311,0.0,71.0,1
0.7959999999999999,0.417,0.505,0.201,82.08,-7.055,0.0424,8.42e-06,,0
0.0006309999999999,0.246,0.768,0.35,169.873,-7.48,0.0387,0.301,70.0,1
0.0287,0.5660000000000001,0.969,0.6409999999999999,100.012,-3.369,0.046,0.000442,59.0,1
0.303,0.688,0.768,0.921,77.062,-8.224,0.351,0.0,,0
0.95,0.282,0.214,0.245,75.124,-17.313,0.0505,0.000509,4.0,0
0.00099,0.267,0.974,0.1689999999999999,104.942,-4.198,0.249,0.000113,,0
0.8270000000000001,0.494,0.254,0.24,92.696,-9.87,0.0405,0.0,55.0,1
0.152,0.677,0.4970000000000001,0.419,99.137,-5.763,0.0809,0.0,68.0,1
0.00286,0.5660000000000001,0.828,0.541,95.989,-4.288,0.0267,0.0,1.0,0
0.0502,0.4679999999999999,0.67,0.941,130.77100000000002,-6.8260000000000005,0.0291,0.000424,,0
0.217,0.502,0.555,0.4270000000000001,87.91,-9.361,0.22,0.0,,0
0.0208,0.6809999999999999,0.8640000000000001,0.479,90.008,-4.3,0.1159999999999999,3.98e-06,71.0,1
0.421,0.667,0.858,0.851,120.726,-5.375,0.142,0.1969999999999999,2.0,0
0.493,0.555,0.6659999999999999,0.624,155.989,-7.851,0.0717,5.34e-05,56.0,1
0.759,0.4379999999999999,0.3939999999999999,0.183,135.632,-6.8260000000000005,0.0293,0.0002279999999999,,0
0.851,0.599,0.294,0.308,118.208,-10.222,0.0279,0.0398,55.0,1
0.184,0.3989999999999999,0.65,0.331,184.009,-4.845,0.0334,9.05e-06,54.0,1
0.213,0.662,0.413,0.467,93.005,-7.357,0.0299,0.0,80.0,1
0.648,0.381,0.4529999999999999,0.473,81.25399999999998,-9.363,0.044,0.0,63.0,1
0.241,0.525,0.649,0.286,155.995,-4.802,0.0655,0.0,59.0,1
0.0177,0.377,0.544,0.375,95.238,-7.657,0.0281,0.466,,0
0.8190000000000001,0.499,0.2,0.185,137.36700000000002,-10.276,0.0355,0.0,63.0,1
0.0173,0.74,0.8759999999999999,0.825,127.002,-6.87,0.0369,0.0015199999999999,68.0,1
0.6890000000000001,0.253,0.461,0.203,120.802,-9.956,0.039,0.00552,0.0,0
0.00416,0.779,0.754,0.619,125.715,-7.3210000000000015,0.0428,0.00116,,0
0.3829999999999999,0.7170000000000001,0.73,0.792,102.002,-4.729,0.0568,0.0,72.0,1
0.0755,0.654,0.642,0.159,126.935,-8.693,0.0444,0.000234,,0
0.919,0.7909999999999999,0.15,0.684,126.694,-17.989,0.0448,9.07e-06,,0
0.00044,0.3879999999999999,0.89,0.507,136.961,-3.901,0.0706,0.495,,0
0.693,0.477,0.4970000000000001,0.3979999999999999,146.142,-6.6160000000000005,0.0366,0.0,,0
0.4479999999999999,0.705,0.5429999999999999,0.501,105.029,-10.657,0.0237,0.449,,0
0.0137,0.772,0.867,0.815,141.985,-1.492,0.2339999999999999,0.3939999999999999,,0
0.0008449999999999,0.2689999999999999,0.967,0.598,162.804,-2.744,0.0964,0.0,59.0,1
0.373,0.8240000000000001,0.5489999999999999,0.434,153.812,-3.9,0.226,0.0,62.0,1
0.235,0.6759999999999999,0.897,0.7120000000000001,114.865,-6.9270000000000005,0.0579,0.00331,0.0,0
